id,prompt,sample_idx,pred,method,end_kind,ntok
test-0093,A,2,32.0,final_answer,clean_final,328
test-0094,A,0,140.0,final_answer,clean_final,155
test-0094,A,1,140.0,final_answer,clean_final,201
test-0094,A,2,140.0,final_answer,clean_final,191
test-0095,A,0,3.0,final_answer,clean_final,676
test-0095,A,1,5.0,final_answer,clean_final,533
test-0095,A,2,400.0,answer_is,mid_cut,1007
test-0096,A,0,44.0,final_answer,clean_final,802
test-0096,A,1,21.0,final_answer,clean_final,749
test-0096,A,2,70.0,final_answer,clean_final,843
test-0097,A,0,6.0,final_answer,clean_final,681
test-0097,A,1,6.0,final_answer,clean_final,702
test-0097,A,2,6.0,final_answer,clean_final,584
test-0098,A,0,85.0,final_answer,clean_final,588
test-0098,A,1,85.0,answer_is,mid_cut,751
test-0098,A,2,85.0,final_answer,clean_final,624
test-0099,A,0,8.0,final_answer,clean_final,302
test-0099,A,1,8.0,final_answer,clean_final,384
test-0099,A,2,8.0,final_answer,clean_final,375
test-0100,A,0,250.0,final_answer,clean_final,194
test-0100,A,1,250.0,final_answer,clean_final,206
test-0100,A,2,250.0,final_answer,clean_final,205
test-0101,A,0,24.0,final_answer,clean_final,226
test-0101,A,1,24.0,final_answer,clean_final,189
test-0101,A,2,24.0,final_answer,clean_final,224
test-0102,A,0,8.0,final_answer,clean_final,254
test-0102,A,1,8.0,final_answer,clean_final,287
test-0102,A,2,8.0,final_answer,clean_final,292
test-0103,A,0,4020.0,final_answer,clean_final,486
test-0103,A,1,6060.0,final_answer,clean_final,442
test-0103,A,2,12241200.0,final_answer,clean_final,742
test-0104,A,0,108.0,final_answer,clean_final,261
test-0104,A,1,108.0,final_answer,clean_final,339
test-0104,A,2,108.0,final_answer,clean_final,274
test-0105,A,0,46.0,final_answer,clean_final,120
test-0105,A,1,56.0,final_answer,clean_final,186
test-0105,A,2,46.0,final_answer,clean_final,131
test-0106,A,0,20.0,final_answer,clean_final,546
test-0106,A,1,110.0,final_answer,clean_final,821
test-0106,A,2,20.0,final_answer,clean_final,470
test-0107,A,0,101.0,boxed,mid_cut,855
test-0107,A,1,14.0,final_answer,clean_final,833
test-0107,A,2,6.0,boxed,sentence_end,1118
test-0108,A,0,24.0,final_answer,clean_final,117
test-0108,A,1,24.0,final_answer,clean_final,122
test-0108,A,2,24.0,final_answer,clean_final,162
test-0109,A,0,1008.0,boxed,mid_cut,980
test-0109,A,1,,fail,mid_cut,737
test-0109,A,2,3.0,last_number,mid_cut,1007
test-0110,A,0,120.0,final_answer,clean_final,120
test-0110,A,1,120.0,final_answer,clean_final,117
test-0110,A,2,120.0,final_answer,clean_final,84
test-0111,A,0,33.0,final_answer,clean_final,193
test-0111,A,1,33.0,final_answer,clean_final,131
test-0111,A,2,33.0,final_answer,clean_final,125
test-0112,A,0,77.0,final_answer,clean_final,368
test-0112,A,1,77.0,final_answer,clean_final,350
test-0112,A,2,77.0,final_answer,clean_final,368
test-0113,A,0,150.0,final_answer,clean_final,161
test-0113,A,1,150.0,final_answer,clean_final,187
test-0113,A,2,150.0,final_answer,clean_final,199
test-0114,A,0,3.0,answer_is,mid_cut,260
test-0114,A,1,3.0,final_answer,clean_final,268
test-0114,A,2,3.0,boxed,mid_cut,798
test-0115,A,0,3.0,final_answer,clean_final,197
test-0115,A,1,3.0,final_answer,clean_final,179
test-0115,A,2,3.0,final_answer,clean_final,118
test-0116,A,0,6.0,final_answer,clean_final,429
test-0116,A,1,9.0,final_answer,clean_final,610
test-0116,A,2,8.0,final_answer,clean_final,520
test-0117,A,0,145.0,final_answer,clean_final,196
test-0117,A,1,145.0,final_answer,clean_final,204
test-0117,A,2,145.0,final_answer,clean_final,182
test-0118,A,0,4160.0,final_answer,clean_final,183
test-0118,A,1,4160.0,final_answer,clean_final,261
test-0118,A,2,4160.0,final_answer,clean_final,254
test-0119,A,0,7.0,final_answer,clean_final,380
test-0119,A,1,7.0,final_answer,clean_final,298
test-0119,A,2,7.0,final_answer,clean_final,444
test-0120,A,0,1238.0,boxed,mid_cut,1141
test-0120,A,1,98.0,final_answer,clean_final,1072
test-0120,A,2,12.0,last_number,mid_cut,1536
test-0121,A,0,2016.0,final_answer,clean_final,199
test-0121,A,1,2016.0,final_answer,clean_final,732
test-0121,A,2,1996.0,final_answer,clean_final,173
test-0122,A,0,7.0,final_answer,clean_final,151
test-0122,A,1,7.0,final_answer,clean_final,160
test-0122,A,2,7.0,final_answer,clean_final,152
test-0123,A,0,216.0,final_answer,clean_final,251
test-0123,A,1,64.0,final_answer,clean_final,469
test-0123,A,2,192.0,final_answer,clean_final,654
test-0124,A,0,360.0,final_answer,clean_final,425
test-0124,A,1,360.0,final_answer,clean_final,375
test-0124,A,2,360.0,final_answer,clean_final,365
test-0125,A,0,3.0,final_answer,clean_final,471
test-0125,A,1,3.0,final_answer,clean_final,398
test-0125,A,2,3.0,final_answer,clean_final,576
test-0126,A,0,1081.0,final_answer,clean_final,405
test-0126,A,1,666.0,final_answer,clean_final,444
test-0126,A,2,666.0,final_answer,clean_final,316
test-0127,A,0,7.0,final_answer,clean_final,450
test-0127,A,1,30.0,final_answer,clean_final,507
test-0127,A,2,11.0,final_answer,clean_final,686
test-0128,A,0,1998.0,final_answer,clean_final,401
test-0128,A,1,1999.0,final_answer,clean_final,489
test-0128,A,2,1999.0,final_answer,clean_final,650
test-0129,A,0,15.0,final_answer,clean_final,157
test-0129,A,1,15.0,final_answer,clean_final,209
test-0129,A,2,15.0,final_answer,clean_final,271
test-0130,A,0,62.0,final_answer,clean_final,1054
test-0130,A,1,72.0,final_answer,clean_final,1081
test-0130,A,2,62.0,final_answer,clean_final,871
test-0131,A,0,312.0,final_answer,clean_final,1484
test-0131,A,1,35.0,boxed,sentence_end,856
test-0131,A,2,55.0,final_answer,clean_final,1051
test-0132,A,0,9.0,final_answer,clean_final,147
test-0132,A,1,90.0,final_answer,clean_final,286
test-0132,A,2,90.0,final_answer,clean_final,203
test-0133,A,0,600.0,final_answer,clean_final,823
test-0133,A,1,1225.0,boxed,mid_cut,1000
test-0133,A,2,1437500.0,final_answer,clean_final,760
test-0134,A,0,275.0,final_answer,clean_final,143
test-0134,A,1,276.0,final_answer,clean_final,129
test-0134,A,2,275.0,final_answer,clean_final,123
test-0135,A,0,24.0,final_answer,clean_final,365
test-0135,A,1,90.0,final_answer,clean_final,349
test-0135,A,2,0.0,final_answer,clean_final,357
test-0136,A,0,8640.0,final_answer,clean_final,303
test-0136,A,1,11232.0,final_answer,clean_final,482
test-0136,A,2,11232.0,final_answer,clean_final,429
test-0137,A,0,35.0,final_answer,clean_final,362
test-0137,A,1,51.0,final_answer,clean_final,844
test-0137,A,2,35.0,final_answer,clean_final,356
test-0138,A,0,2.0,final_answer,clean_final,343
test-0138,A,1,2.0,final_answer,clean_final,367
test-0138,A,2,2.0,final_answer,clean_final,352
test-0139,A,0,106000.0,final_answer,clean_final,364
test-0139,A,1,106000.0,final_answer,clean_final,494
test-0139,A,2,106000.0,final_answer,clean_final,277
test-0140,A,0,2.0,final_answer,clean_final,214
test-0140,A,1,2.0,final_answer,clean_final,192
test-0140,A,2,2.0,final_answer,clean_final,239
test-0141,A,0,500.0,final_answer,clean_final,185
test-0141,A,1,500.0,final_answer,clean_final,237
test-0141,A,2,500.0,final_answer,clean_final,244
test-0142,A,0,6.0,final_answer,clean_final,298
test-0142,A,1,5.0,final_answer,clean_final,372
test-0142,A,2,6.0,final_answer,clean_final,436
test-0143,A,0,56.0,boxed,mid_cut,847
test-0143,A,1,700.0,final_answer,clean_final,802
test-0143,A,2,700.0,final_answer,ends_digit,727
test-0144,A,0,30.0,final_answer,clean_final,249
test-0144,A,1,30.0,final_answer,clean_final,239
test-0144,A,2,30.0,final_answer,clean_final,235
test-0145,A,0,123.0,final_answer,clean_final,472
test-0145,A,1,123.0,final_answer,clean_final,458
test-0145,A,2,123.0,final_answer,clean_final,525
test-0146,A,0,900.0,final_answer,clean_final,382
test-0146,A,1,16.0,final_answer,clean_final,351
test-0146,A,2,90.0,final_answer,clean_final,266
test-0147,A,0,136.0,final_answer,clean_final,336
test-0147,A,1,136.0,final_answer,clean_final,282
test-0147,A,2,136.0,final_answer,clean_final,250
test-0148,A,0,2012.0,final_answer,clean_final,655
test-0148,A,1,0.0,final_answer,clean_final,934
test-0148,A,2,0.0,final_answer,clean_final,791
test-0149,A,0,130.0,final_answer,clean_final,193
test-0149,A,1,130.0,final_answer,clean_final,145
test-0149,A,2,130.0,final_answer,clean_final,197
test-0150,A,0,8.0,final_answer,clean_final,239
test-0150,A,1,8.0,final_answer,clean_final,169
test-0150,A,2,8.0,final_answer,clean_final,150
test-0151,A,0,11.0,boxed,sentence_end,884
test-0151,A,1,9.0,final_answer,clean_final,547
test-0151,A,2,10.0,final_answer,clean_final,1086
test-0152,A,0,20.0,final_answer,clean_final,289
test-0152,A,1,20.0,final_answer,clean_final,247
test-0152,A,2,20.0,final_answer,clean_final,299
test-0153,A,0,100.0,final_answer,clean_final,380
test-0153,A,1,80.0,final_answer,clean_final,341
test-0153,A,2,100.0,final_answer,clean_final,305
test-0154,A,0,135.0,final_answer,clean_final,279
test-0154,A,1,126.0,final_answer,clean_final,236
test-0154,A,2,141.0,final_answer,clean_final,303
test-0155,A,0,6.0,final_answer,clean_final,522
test-0155,A,1,45.0,last_number,mid_cut,1536
test-0155,A,2,5.0,final_answer,clean_final,1305
test-0156,A,0,121.0,final_answer,clean_final,155
test-0156,A,1,121.0,final_answer,clean_final,159
test-0156,A,2,121.0,final_answer,clean_final,157
test-0157,A,0,4980.0,final_answer,clean_final,383
test-0157,A,1,11.0,final_answer,clean_final,736
test-0157,A,2,3600.0,final_answer,clean_final,441
test-0158,A,0,22.0,final_answer,clean_final,802
test-0158,A,1,9.0,boxed,mid_cut,763
test-0158,A,2,22.0,final_answer,clean_final,851
test-0159,A,0,192.0,boxed,sentence_end,1292
test-0159,A,1,3.0,final_answer,clean_final,994
test-0159,A,2,192.0,final_answer,clean_final,1138
test-0160,A,0,648.0,final_answer,clean_final,655
test-0160,A,1,648.0,final_answer,clean_final,703
test-0160,A,2,648.0,final_answer,clean_final,610
test-0161,A,0,-4.0,final_answer,clean_final,554
test-0161,A,1,-4.0,final_answer,clean_final,552
test-0161,A,2,-4.0,final_answer,clean_final,405
test-0162,A,0,1023.0,final_answer,clean_final,793
test-0162,A,1,512.0,final_answer,clean_final,666
test-0162,A,2,96.0,final_answer,clean_final,755
test-0163,A,0,50.0,final_answer,clean_final,287
test-0163,A,1,50.0,final_answer,clean_final,150
test-0163,A,2,50.0,final_answer,clean_final,206
test-0164,A,0,2.0,final_answer,clean_final,365
test-0164,A,1,4.0,final_answer,clean_final,611
test-0164,A,2,2.0,final_answer,clean_final,342
test-0165,A,0,36.0,final_answer,clean_final,238
test-0165,A,1,36.0,final_answer,clean_final,190
test-0165,A,2,36.0,final_answer,clean_final,196
test-0166,A,0,12.0,final_answer,clean_final,1188
test-0166,A,1,18.0,answer_is,mid_cut,785
test-0166,A,2,32.0,final_answer,clean_final,1000
test-0167,A,0,34.0,final_answer,clean_final,365
test-0167,A,1,34.0,final_answer,clean_final,232
test-0167,A,2,34.0,final_answer,clean_final,269
test-0168,A,0,871.0,final_answer,clean_final,483
test-0168,A,1,900.0,final_answer,clean_final,391
test-0168,A,2,941.0,final_answer,clean_final,662
test-0169,A,0,7.0,final_answer,clean_final,464
test-0169,A,1,3.0,final_answer,clean_final,1018
test-0169,A,2,5.0,final_answer,clean_final,916
test-0170,A,0,1.0,final_answer,clean_final,322
test-0170,A,1,1.0,final_answer,clean_final,274
test-0170,A,2,,fail,clean_final,314
test-0171,A,0,982.0,final_answer,clean_final,1083
test-0171,A,1,1008.0,final_answer,clean_final,982
test-0171,A,2,10.0,final_answer,clean_final,1024
test-0172,A,0,1006.0,final_answer,clean_final,521
test-0172,A,1,1006.0,boxed,mid_cut,649
test-0172,A,2,1007.0,final_answer,clean_final,528
test-0173,A,0,1010.0,final_answer,clean_final,429
test-0173,A,1,8080.0,final_answer,clean_final,577
test-0173,A,2,2024.0,final_answer,clean_final,595
test-0174,A,0,21.0,final_answer,clean_final,223
test-0174,A,1,21.0,final_answer,clean_final,183
test-0174,A,2,21.0,final_answer,clean_final,186
test-0175,A,0,1500.0,final_answer,clean_final,489
test-0175,A,1,1650.0,final_answer,clean_final,190
test-0175,A,2,2700.0,final_answer,clean_final,352
test-0176,A,0,8.0,final_answer,clean_final,132
test-0176,A,1,8.0,final_answer,clean_final,188
test-0176,A,2,8.0,final_answer,clean_final,237
test-0177,A,0,15.0,final_answer,clean_final,115
test-0177,A,1,15.0,final_answer,clean_final,107
test-0177,A,2,15.0,final_answer,clean_final,121
test-0178,A,0,8.0,final_answer,clean_final,495
test-0178,A,1,8.0,final_answer,clean_final,618
test-0178,A,2,13.0,final_answer,clean_final,747
test-0179,A,0,89.0,final_answer,clean_final,349
test-0179,A,1,12.0,final_answer,clean_final,600
test-0179,A,2,201.0,final_answer,clean_final,426
test-0180,A,0,27.0,boxed,sentence_end,991
test-0180,A,1,27.0,final_answer,clean_final,797
test-0180,A,2,27.0,boxed,sentence_end,645
test-0181,A,0,29.0,answer_is,mid_cut,1132
test-0181,A,1,29.0,final_answer,clean_final,864
test-0181,A,2,29.0,answer_is,mid_cut,922
test-0182,A,0,34.0,final_answer,clean_final,212
test-0182,A,1,34.0,final_answer,clean_final,230
test-0182,A,2,34.0,final_answer,clean_final,204
test-0183,A,0,60.0,final_answer,clean_final,125
test-0183,A,1,60.0,final_answer,clean_final,137
test-0183,A,2,60.0,final_answer,clean_final,153
test-0184,A,0,15150.0,final_answer,clean_final,365
test-0184,A,1,16610.0,final_answer,clean_final,889
test-0184,A,2,16665.0,final_answer,clean_final,640
test-0185,A,0,-3.0,final_answer,clean_final,243
test-0185,A,1,-3.0,final_answer,clean_final,232
test-0185,A,2,-3.0,final_answer,clean_final,263
test-0186,A,0,7.0,final_answer,clean_final,151
test-0186,A,1,2.0,final_answer,clean_final,254
test-0186,A,2,7.0,final_answer,clean_final,298
test-0187,A,0,10240.0,final_answer,clean_final,1014
test-0187,A,1,0.0,final_answer,clean_final,596
